Endstate,Frequency,Energy,Hamming
16469.0,315404,-4.767500188923201,21
418816.0,27001,-4.870910831896218,13
418901.0,167599,-10.555696150353704,17
1392725.0,199939,-5.180878558405357,18
1425408.0,29841,-1.2447537374804458,13
4191300.0,299451,-21.12504021027777,9
4191598.0,605024,-33.730645407946426,5
4194218.0,2550044,-54.213454352084554,0
