Endstate,Frequency,Energy,Hamming
4096.0,15400,2.45834540236153,17
4181.0,177280,-3.7829680481632586,21
406613.0,86516,-8.363215443080735,17
1151045.0,305309,-4.633766618718262,17
1678277.0,13796,-14.498830413465807,12
3650629.0,277242,-16.467044664015276,12
4191300.0,74764,-21.12504021027777,9
4191598.0,537383,-33.730645407946426,5
4194218.0,2706613,-54.213454352084554,0
