Endstate,Frequency,Energy,Hamming
85.0,959306,-8.339326912692737,22
139349.0,567230,-8.884907082985219,20
1674181.0,20506,-12.482814944759415,13
3613781.0,107170,-15.036611546640703,15
3650561.0,71335,-14.73812406252791,10
3650629.0,71777,-16.467044664015276,12
4191301.0,39819,-20.85110253820098,10
4191599.0,483191,-33.45670773586964,6
4194219.0,1873969,-51.249654387440984,1
