Endstate,Frequency,Energy,Hamming
85.0,1037250,-8.339326912692737,22
139349.0,590349,-8.884907082985219,20
1674181.0,32990,-12.482814944759415,13
3613781.0,117858,-15.036611546640703,15
3650629.0,111897,-16.467044664015276,12
4191300.0,98149,-21.12504021027777,9
4191598.0,752239,-33.730645407946426,5
4194222.0,1453571,-49.54335621738472,1
