Endstate,Frequency,Energy,Hamming
32853.0,237575,-6.306185930738585,21
1146880.0,70413,-1.987433910873753,15
1146965.0,396678,-8.471193805428959,19
1286229.0,35,-10.554282669215958,17
1548288.0,43267,-6.366278323774953,12
1548373.0,328285,-11.245699533103828,16
1674181.0,24411,-12.482814944759415,13
3646549.0,83563,-16.35954299821843,14
3650629.0,79108,-16.467044664015276,12
4191300.0,58303,-21.12504021027777,9
4191598.0,454057,-33.730645407946426,5
4194218.0,2418608,-54.213454352084554,0
