Endstate,Frequency,Energy,Hamming
262229.0,328527,-7.243888549836058,21
401408.0,28693,-2.235537939543788,15
401493.0,184084,-8.970526167010197,19
1376341.0,321883,-7.109145851560093,19
1409024.0,51155,-1.9210697258564435,14
1515605.0,168415,-9.9227680815261,17
1548288.0,32325,-6.366278323774953,12
3613781.0,101283,-15.036611546640703,15
3650629.0,83050,-16.467044664015276,12
4191300.0,58359,-21.12504021027777,9
4191598.0,501988,-33.730645407946426,5
4194218.0,2334541,-54.213454352084554,0
