Endstate,Frequency,Energy,Hamming
85.0,998608,-8.339326912692737,22
139349.0,586376,-8.884907082985219,20
1674181.0,29842,-12.482814944759415,13
3613781.0,124851,-15.036611546640703,15
3650629.0,124125,-16.467044664015276,12
4191300.0,81279,-21.12504021027777,9
4191598.0,746195,-33.730645407946426,5
4194282.0,1503027,-51.051096659341624,1
