Endstate,Frequency,Energy,Hamming
85.0,1002770,-8.339326912692737,22
139349.0,611385,-8.884907082985219,20
1674197.0,27121,-13.768084819924447,14
3613781.0,320378,-15.036611546640703,15
3667069.0,413281,-26.475913513857588,10
4191615.0,277472,-34.26489618781893,7
4194235.0,827549,-50.24821900242341,2
4194303.0,714347,-49.28965553218777,4
