Endstate,Frequency,Energy,Hamming
1114112.0,18,-0.5898280698326968,16
1114116.0,1,-0.21863558561847496,17
1114197.0,628036,-7.726146966880191,20
1146880.0,111421,-1.987433910873753,15
1253461.0,262722,-9.358711749964543,18
1548288.0,49315,-6.366278323774953,12
1674181.0,14695,-12.482814944759415,13
3613781.0,101540,-15.036611546640703,15
3650629.0,80115,-16.467044664015276,12
4191300.0,51281,-21.12504021027777,9
4191598.0,529869,-33.730645407946426,5
4194218.0,2365290,-54.213454352084554,0
