Endstate,Frequency,Energy,Hamming
2133.0,242605,-2.156576442508337,21
141312.0,12695,3.0552254256796,15
141397.0,93249,-2.7021566128008203,19
1149013.0,144506,-3.7398797765947975,18
1288277.0,3,-5.822968640381795,16
1550421.0,52984,-6.5143855042696615,15
1674181.0,49724,-12.482814944759415,13
4194218.0,3598537,-54.213454352084554,0
