Endstate,Frequency,Energy,Hamming
341.0,191799,-4.32012917732335,21
139520.0,11449,1.0407618935930625,15
139605.0,89512,-5.203343177843696,19
1147136.0,47205,-1.927419706036213,14
1147221.0,287151,-7.497020046585288,18
1671424.0,41,-4.393021525988653,13
1671466.0,4351,-7.605753964706093,10
1674181.0,27811,-12.482814944759415,13
4191598.0,889919,-33.730645407946426,5
4194218.0,2645065,-54.213454352084554,0
