Endstate,Frequency,Energy,Hamming
139349.0,892414,-8.884907082985219,20
1548288.0,64413,-6.366278323774953,12
3613781.0,137803,-15.036611546640703,15
3650629.0,100065,-16.467044664015276,12
4191300.0,69852,-21.12504021027777,9
4191598.0,561031,-33.730645407946426,5
4194218.0,2368725,-54.213454352084554,0
