Endstate,Frequency,Energy,Hamming
524373.0,249030,-4.21846379798164,21
663637.0,36557,-5.369135448820863,19
1671168.0,70981,-2.964560759046626,14
1671253.0,331393,-7.807522802291613,18
1674181.0,26360,-12.482814944759415,13
1810517.0,6,-10.495703146625354,16
2072661.0,229338,-11.187120010513222,15
4170837.0,69239,-16.98276337786427,13
4191300.0,152858,-21.12504021027777,9
4191598.0,456751,-33.730645407946426,5
4194218.0,2571790,-54.213454352084554,0
