Endstate,Frequency,Energy,Hamming
263253.0,303127,-7.337251037999028,20
402432.0,20067,-3.114399172121262,14
402517.0,170043,-9.84938739958767,18
1377365.0,281123,-7.701659046410718,18
3613781.0,204959,-15.036611546640703,15
3650629.0,97214,-16.467044664015276,12
4191300.0,61214,-21.12504021027777,9
4191598.0,555639,-33.730645407946426,5
4194218.0,2500917,-54.213454352084554,0
