Endstate,Frequency,Energy,Hamming
117.0,315588,-6.4767107058717475,21
139381.0,181039,-7.022290876164229,19
1114229.0,331163,-6.147705830397021,19
1146912.0,47396,-0.7257970045942335,14
1286261.0,10,-9.292645762936436,16
1548405.0,121523,-9.984062626824306,15
4191598.0,768545,-33.730645407946426,5
4194218.0,2429039,-54.213454352084554,0
