Endstate,Frequency,Energy,Hamming
139349.0,932061,-8.884907082985219,20
1548288.0,73482,-6.366278323774953,12
3613781.0,134467,-15.036611546640703,15
3650629.0,102353,-16.467044664015276,12
4191300.0,62213,-21.12504021027777,9
4191598.0,547082,-33.730645407946426,5
4194218.0,2342645,-54.213454352084554,0
