Endstate,Frequency,Energy,Hamming
213.0,602868,-4.659261629214262,21
139392.0,37023,0.5504249925674563,15
139477.0,320839,-5.843007373929586,19
1114240.0,12,2.325404954699933,15
1147008.0,57136,0.9277991136588772,14
1548416.0,28818,-4.0892108736651664,11
1671594.0,1989,-7.231293466328598,9
1671663.0,6181,-8.799081526280137,12
1674181.0,39582,-12.482814944759415,13
3613909.0,44323,-11.994711837585067,14
3650757.0,18158,-13.425144954959642,11
4194218.0,3037374,-54.213454352084554,0
